Date,Subs,Name,Total,Views,Views Total
2019-05-04,1170,KSI,20207064,1506905,4772937126
2019-05-05,1627,KSI,20208234,1175839,4774444031
2019-05-06,1300,KSI,20209861,867993,4775619870
2019-05-07,1580,KSI,20211161,847187,4776487863
2019-05-08,-770,KSI,20212741,1632951,4777335050
2019-05-09,779,KSI,20211971,1011810,4778968001
2019-05-10,1142,KSI,20212750,920889,4779979811
2019-05-11,899,KSI,20213892,851856,4780900700
2019-05-12,1422,KSI,20214791,676596,4781752556
2019-05-13,159,KSI,20216213,675530,4782429152
2019-05-14,1604,KSI,20216372,726041,4783104682
2019-05-15,2064,KSI,20217976,794734,4783830723
2019-05-16,701,KSI,20220040,736695,4784625457
2019-05-17,1495,KSI,20220741,839728,4785362152
2019-05-18,1308,KSI,20222236,784704,4786201880
2019-05-19,1121,KSI,20223544,641773,4786986584
2019-05-20,1205,KSI,20224665,648030,4787628357
2019-05-21,1167,KSI,20225870,631237,4788276387
2019-05-22,1370,KSI,20227037,686209,4788907624
2019-05-23,1378,KSI,20228407,683498,4789593833
2019-05-24,-17092,KSI,20229785,369604,4790277331
2019-05-25,-28682,KSI,20212693,1262684,4790646935
2019-05-26,-33000,KSI,20184011,-552891,4791909619
2019-05-27,-18000,KSI,20151011,899363,4791356728
2019-05-28,-6388,KSI,20133011,822604,4792256091
2019-05-29,-15619,KSI,20126623,894567,4793078695
2019-05-30,-4192,KSI,20111004,842014,4793973262
2019-05-31,-257,KSI,20106812,785087,4794815276
2019-06-01,261,KSI,20106555,757106,4795600363
2019-06-02,30663,KSI,20106816,3774828,4796357469
2019-06-03,29153,KSI,20137479,3630643,4800132297
2019-06-04,9447,KSI,20166632,1930089,4803762940
2019-06-05,5453,KSI,20176079,1681118,4805693029
2019-06-06,3715,KSI,20181532,2627343,4807374147
2019-06-07,5212,KSI,20185247,2406682,4810001490
2019-06-08,2559,KSI,20190459,1501148,4812408172
2019-06-09,2749,KSI,20193018,1218689,4813909320
2019-06-10,3218,KSI,20195767,1055596,4815128009
2019-06-11,2440,KSI,20198985,1084664,4816183605
2019-06-12,1591,KSI,20201425,2037328,4817268269
2019-06-13,3365,KSI,20203016,2326911,4819305597
2019-06-14,2920,KSI,20206381,1258834,4821632508
2019-06-15,3307,KSI,20209301,1078949,4822891342
2019-06-16,2755,KSI,20212608,2282789,4823970291
2019-06-17,-123,KSI,20215363,3159462,4826253080
2019-06-18,2092,KSI,20215240,2009088,4829412542
2019-06-19,3573,KSI,20217332,1284815,4831421630
2019-06-20,2503,KSI,20220905,1068703,4832706445
2019-06-21,2738,KSI,20223408,1078810,4833775148
2019-06-22,2294,KSI,20226146,966502,4834853958
2019-06-23,2698,KSI,20228440,981038,4835820460
2019-06-24,2572,KSI,20231138,1067144,4836801498
2019-06-25,2203,KSI,20233710,945439,4837868642
2019-06-26,2097,KSI,20235913,991427,4838814081
2019-06-27,1678,KSI,20238010,922023,4839805508
2019-06-28,1924,KSI,20239688,982341,4840727531
2019-06-29,1349,KSI,20241612,953601,4841709872
2019-06-30,1505,KSI,20242961,593881,4842663473
2019-07-01,1687,KSI,20244466,1026101,4843257354
2019-07-02,1067,KSI,20246153,801642,4844283455
2019-07-03,1429,KSI,20247220,706934,4845085097
2019-05-12,2576,JaclynHill,5889348,146931,498504910
2019-05-13,2454,JaclynHill,5891924,173869,498651841
2019-05-14,1477,JaclynHill,5894378,112877,498825710
2019-05-15,1059,JaclynHill,5895855,218818,498938587
2019-05-16,1154,JaclynHill,5896914,688901,499157405
2019-05-17,1278,JaclynHill,5898068,365111,499846306
2019-05-18,1510,JaclynHill,5899346,253271,500211417
2019-05-19,1078,JaclynHill,5900856,218032,500464688
2019-05-20,1117,JaclynHill,5901934,169654,500682720
2019-05-21,1305,JaclynHill,5903051,152576,500852374
2019-05-22,12654,JaclynHill,5904356,1058270,501004950
2019-05-23,10671,JaclynHill,5917010,1863763,502063220
2019-05-24,3988,JaclynHill,5927681,377301,503926983
2019-05-25,1985,JaclynHill,5931669,548792,504304284
2019-05-26,1122,JaclynHill,5933654,205034,504853076
2019-05-27,996,JaclynHill,5934776,152679,505058110
2019-05-28,963,JaclynHill,5935772,144824,505210789
2019-05-29,896,JaclynHill,5936735,131950,505355613
2019-05-30,522,JaclynHill,5937631,103141,505487563
2019-05-31,565,JaclynHill,5938153,83366,505590704
2019-06-01,547,JaclynHill,5938718,71495,505674070
2019-06-02,323,JaclynHill,5939265,78386,505745565
2019-06-03,446,JaclynHill,5939588,67102,505823951
2019-06-04,509,JaclynHill,5940034,63419,505891053
2019-06-05,538,JaclynHill,5940543,72707,505954472
2019-06-06,192,JaclynHill,5941081,66544,506027179
2019-06-07,380,JaclynHill,5941273,69694,506093723
2019-06-08,-577,JaclynHill,5941653,94257,506163417
2019-06-09,-1920,JaclynHill,5941076,121935,506257674
2019-06-10,-1136,JaclynHill,5939156,119583,506379609
2019-06-11,-3578,JaclynHill,5938020,203704,506499192
2019-06-12,-3614,JaclynHill,5934442,3320209,506702896
2019-06-13,1541,JaclynHill,5930828,1272364,510023105
2019-06-14,819,JaclynHill,5932369,664814,511295469
2019-06-15,487,JaclynHill,5933188,399369,511960283
2019-06-16,139,JaclynHill,5933675,245064,512359652
2019-06-17,8,JaclynHill,5933814,203843,512604716
2019-06-18,-66,JaclynHill,5933822,154966,512808559
2019-06-19,-54,JaclynHill,5933756,193238,512963525
2019-06-20,-75,JaclynHill,5933702,141786,513156763
2019-06-21,337,JaclynHill,5933627,154751,513298549
2019-06-22,372,JaclynHill,5933964,136044,513453300
2019-06-23,37,JaclynHill,5934336,116101,513589344
2019-06-24,-128,JaclynHill,5934373,115520,513705445
2019-06-25,-406,JaclynHill,5934245,98867,513820965
2019-06-26,-281,JaclynHill,5933839,105493,513919832
2019-06-27,-221,JaclynHill,5933558,91276,514025325
2019-06-28,-94,JaclynHill,5933337,107609,514116601
2019-06-29,-282,JaclynHill,5933243,85746,514224210
2019-06-30,-203,JaclynHill,5932961,62156,514309956
2019-07-01,-176,JaclynHill,5932758,133759,514372112
2019-07-02,-304,JaclynHill,5932582,113523,514505871
2019-07-03,-47,JaclynHill,5932278,91664,514619394
2019-07-04,-259,JaclynHill,5932231,70449,514711058
2019-07-05,-93,JaclynHill,5931972,68779,514781507
2019-07-06,-167,JaclynHill,5931879,65055,514850286
2019-07-07,-184,JaclynHill,5931712,57591,514915341
2019-07-08,-343,JaclynHill,5931528,49832,514972932
2019-07-27,-133,ProJared,765554,10714,189263895
2019-07-28,-112,ProJared,765421,10483,189274609
2019-07-29,-95,ProJared,765309,6769,189285092
2019-07-30,-139,ProJared,765214,14205,189291861
2019-07-31,-125,ProJared,765075,10445,189306066
2019-08-01,-136,ProJared,764950,9939,189316511
2019-08-02,-184,ProJared,764814,11153,189326450
2019-08-03,-214,ProJared,764630,11073,189337603
2019-08-04,-198,ProJared,764416,11455,189348676
2019-08-05,-130,ProJared,764218,10453,189360131
2019-08-06,-112,ProJared,764088,11622,189370584
2019-08-07,-89,ProJared,763976,10708,189382206
2019-08-08,-125,ProJared,763887,10653,189392914
2019-08-09,-217,ProJared,763762,12800,189403567
2019-08-10,-179,ProJared,763545,11359,189416367
2019-08-11,-165,ProJared,763366,11087,189427726
2019-08-12,-161,ProJared,763201,10164,189438813
2019-08-13,-141,ProJared,763040,11707,189448977
2019-08-14,-190,ProJared,762899,11472,189460684
2019-08-15,-169,ProJared,762709,9685,189472156
2019-08-16,-170,ProJared,762540,10438,189481841
2019-08-17,-185,ProJared,762370,11262,189492279
2019-08-18,-195,ProJared,762185,8998,189503541
2019-08-19,-201,ProJared,761990,10427,189512539
2019-08-20,-179,ProJared,761789,10021,189522966
2019-08-21,-213,ProJared,761610,9447,189532987
2019-08-22,-152,ProJared,761397,7837,189542434
2019-08-23,-147,ProJared,761245,10146,189550271
2019-08-24,-169,ProJared,761098,10615,189560417
2019-08-25,-147,ProJared,760929,9502,189571032
2019-08-26,22092,ProJared,760782,464159,189580534
